anio_mundial,posicion,jugador,seleccion,goles,partidos,promedio_gol
1930,1,Guillermo Stabile,Argentina,8,4,2.0
1930,2,Pedro Cea,Uruguay,5,4,1.25
1930,3,Bert Patenaude,Estados Unidos,4,3,1.33
1930,4,Juan Anselmo,Uruguay,3,2,1.5
1930,4,Ivica Bek,Yugoslavia,3,3,1.0
1930,4,Carlos Peucelle,Argentina,3,4,0.75
1930,4,Preguinho,Brasil,3,2,1.5
1930,8,Hector Castro,Uruguay,2,2,1.0
1930,8,Pablo Dorado,Uruguay,2,3,0.67
1930,8,Victoriano Iriarte,Uruguay,2,4,0.5
1930,8,Andre Maschinot,Francia,2,2,1.0
1930,8,Moderato,Brasil,2,1,2.0
1930,8,Luis Monti,Argentina,2,4,0.5
1930,8,Manuel Rosas,México,2,3,0.67
1930,8,Guillermo Subiabre,Chile,2,3,0.67
1930,8,Carlos Vidal,Chile,2,3,0.67
1930,8,Adolfo Zumelzu,Argentina,2,1,2.0
1930,18,Jim Brown,Estados Unidos,1,3,0.33
1930,18,Juan Carreno,México,1,3,0.33
1930,18,Adalbert Desu,Rumania,1,2,0.5
1930,18,Mario Evaristo,Argentina,1,4,0.25
1930,18,Tom Florie,Estados Unidos,1,3,0.33
1930,18,Roberto Gayon,México,1,2,0.5
1930,18,Nicolae Kovacs,Rumania,1,2,0.5
1930,18,Marcel Langiller,Francia,1,3,0.33
1930,18,Lucien Laurent,Francia,1,2,0.5
1930,18,Blagoje Marjanovic,Yugoslavia,1,3,0.33
1930,18,Bart Mcghee,Estados Unidos,1,3,0.33
1930,18,Hector Scarone,Uruguay,1,3,0.33
1930,18,Alejandro Scopelli,Argentina,1,1,1.0
1930,18,Branislav Sekulic,Yugoslavia,1,2,0.5
1930,18,Luis Souza,Perú,1,2,0.5
1930,18,Constantin Stanciu,Rumania,1,1,1.0
1930,18,Aleksandar Tirnanic,Yugoslavia,1,3,0.33
1930,18,Francisco Varallo,Argentina,1,4,0.25
1930,18,Luis Vargas Pena,Paraguay,1,2,0.5
1930,18,Djordje Vujadinovic,Yugoslavia,1,3,0.33
1934,1,Oldrich Nejedly,Checoslovaquia,5,4,1.25
1934,2,Edmund Conen,Alemania,4,4,1.0
1934,2,Angelo Schiavio,Italia,4,4,1.0
1934,4,Leopold Kielholz,Suiza,3,2,1.5
1934,4,Raimundo Orsi,Italia,3,5,0.6
1934,6,Abdulrahman Fawzi,Egipto,2,1,2.0
1934,6,Giovanni Ferrari,Italia,2,4,0.5
1934,6,Karl Hohmann,Alemania,2,2,1.0
1934,6,Johann Horvath,Austria,2,2,1.0
1934,6,Iraragorri,España,2,2,1.0
1934,6,Sven Jonasson,Suecia,2,2,1.0
1934,6,Ernest Lehner,Alemania,2,4,0.5
1934,6,Giuseppe Meazza,Italia,2,5,0.4
1934,6,Antonin Puc,Checoslovaquia,2,4,0.5
1934,6,Frantisek Svoboda,Checoslovaquia,2,3,0.67
1934,6,Geza Toldi,Hungría,2,2,1.0
1934,6,Bernard Voorhoof,Bélgica,2,1,2.0
1934,18,Andre Abegglen,Suiza,1,2,0.5
1934,18,Ernesto Belis,Argentina,1,1,1.0
1934,18,Josef Bican,Austria,1,4,0.25
1934,18,Stefan Dobay,Rumania,1,1,1.0
1934,18,Aldo Donelli,Estados Unidos,1,1,1.0
1934,18,Gosta Dunker,Suecia,1,2,0.5
1934,18,Alberto Galateo,Argentina,1,1,1.0
1934,18,Enrique Guaita,Italia,1,4,0.25
1934,18,Willy Jaeggi,Suiza,1,1,1.0
1934,18,Stanislaus Kobierski,Alemania,1,3,0.33
1934,18,Knut Kroon,Suecia,1,2,0.5
1934,18,Isidro Langara,España,1,2,0.5
1934,18,Leonidas,Brasil,1,1,1.0
1934,18,Jean Nicolas,Francia,1,1,1.0
1934,18,Rudolf Noack,Alemania,1,1,1.0
1934,18,Luis Regueiro,España,1,2,0.5
1934,18,Gyorgy Sarosi,Hungría,1,1,1.0
1934,18,Toni Schall,Austria,1,2,0.5
1934,18,Karl Sesta,Austria,1,4,0.25
1934,18,Otto Siffling,Alemania,1,4,0.25
1934,18,Matthias Sindelar,Austria,1,3,0.33
1934,18,Kick Smit,Paises Bajos,1,1,1.0
1934,18,Pal Teleki,Hungría,1,1,1.0
1934,18,Leen Vente,Paises Bajos,1,1,1.0
1934,18,Georges Verriest,Francia,1,1,1.0
1934,18,Jeno Vincze,Hungría,1,1,1.0
1934,18,Karl Zischek,Austria,1,4,0.25
1938,1,Leonidas,Brasil,7,4,1.75
1938,2,Silvio Piola,Italia,5,4,1.25
1938,2,Gyorgy Sarosi,Hungría,5,4,1.25
1938,2,Gyula Zsengeller,Hungría,5,4,1.25
1938,5,Gino Colaussi,Italia,4,3,1.33
1938,5,Ernest Wilimowski,Polonia,4,1,4.0
1938,7,Andre Abegglen,Suiza,3,3,1.0
1938,7,Tore Keller,Suecia,3,2,1.5
1938,7,Arne Nyberg,Suecia,3,3,1.0
1938,7,Peracio,Brasil,3,4,0.75
1938,7,Romeu,Brasil,3,4,0.75
1938,7,Hector Socorro,Cuba,3,3,1.0
1938,7,Gustav Wetterstrom,Suecia,3,2,1.5
1938,14,Stefan Dobay,Rumania,2,2,1.0
1938,14,Oldrich Nejedly,Checoslovaquia,2,2,1.0
1938,14,Jean Nicolas,Francia,2,2,1.0
1938,17,Harry Andersson,Suecia,1,3,0.33
1938,17,Iuliu Baratky,Rumania,1,2,0.5
1938,17,Fredy Bickel,Suiza,1,3,0.33
1938,17,Silviu Bindea,Rumania,1,1,1.0
1938,17,Arne Brustad,Noruega,1,1,1.0
1938,17,Tomas Fernandez,Cuba,1,3,0.33
1938,17,Pietro Ferraris,Italia,1,1,1.0
1938,17,Josef Gauchel,Alemania,1,1,1.0
1938,17,Wilhelm Hahnemann,Alemania,1,2,0.5
1938,17,Oscar Heisserer,Francia,1,2,0.5
1938,17,Henri Isemborghs,Bélgica,1,1,1.0
1938,17,Sven Jonasson,Suecia,1,3,0.33
1938,17,Vilmos Kohut,Hungría,1,2,0.5
1938,17,Vlastimil Kopecky,Checoslovaquia,1,3,0.33
1938,17,Josef Kostalek,Checoslovaquia,1,3,0.33
1938,17,Jose Magrina,Cuba,1,2,0.5
1938,17,Giuseppe Meazza,Italia,1,4,0.25
1938,17,Roberto,Brasil,1,2,0.5
1938,17,Ferenc Sas,Hungría,1,4,0.25
1938,17,Fryedryk Szerfke,Polonia,1,1,1.0
1938,17,Pal Titkos,Hungría,1,2,0.5
1938,17,Geza Toldi,Hungría,1,2,0.5
1938,17,Emile Veinante,Francia,1,2,0.5
1938,17,Eugen Walachek,Suiza,1,3,0.33
1938,17,Josef Zeman,Checoslovaquia,1,1,1.0
1950,1,Ademir,Brasil,9,6,1.5
1950,2,Oscar Miguez,Uruguay,5,4,1.25
1950,3,Estanislao Basora,España,4,6,0.67
1950,3,Chico,Brasil,4,4,1.0
1950,3,Alcides Ghiggia,Uruguay,4,4,1.0
1950,3,Zarra,España,4,6,0.67
1950,7,Karl-Erik Palmer,Suecia,3,5,0.6
1950,7,Juan Schiaffino,Uruguay,3,4,0.75
1950,7,Stig Sundqvist,Suecia,3,5,0.6
1950,10,Sune Andersson,Suecia,2,5,0.4
1950,10,Baltazar,Brasil,2,2,1.0
1950,10,Zeljko Cajkovski,Yugoslavia,2,3,0.67
1950,10,Riccardo Carapellese,Italia,2,2,1.0
1950,10,Atilio Cremaschi,Chile,2,3,0.67
1950,10,Jackie Fatton,Suiza,2,3,0.67
1950,10,Silvestre Igoa,España,2,5,0.4
1950,10,Jair,Brasil,2,5,0.4
1950,10,Hans Jeppsson,Suecia,2,4,0.5
1950,10,Kosta Tomasevic,Yugoslavia,2,3,0.67
1950,10,Zizinho,Brasil,2,4,0.5
1950,21,Alfredo Ii,Brasil,1,1,1.0
1950,21,Kiki Antenen,Suiza,1,2,0.5
1950,21,Rene Bader,Suiza,1,3,0.33
1950,21,Stjepan Bobek,Yugoslavia,1,3,0.33
1950,21,Horacio Casarin,México,1,3,0.33
1950,21,Friaca,Brasil,1,4,0.25
1950,21,Joe Gaetjens,Estados Unidos,1,3,0.33
1950,21,Atilio Lopez,Paraguay,1,2,0.5
1950,21,Cesar Lopez Fretes,Paraguay,1,2,0.5
1950,21,Joe Maca,Estados Unidos,1,3,0.33
1950,21,Maneca,Brasil,1,4,0.25
1950,21,Wilf Mannion,Inglaterra,1,2,0.5
1950,21,Bror Mellberg,Suecia,1,2,0.5
1950,21,Rajko Mitic,Yugoslavia,1,3,0.33
1950,21,Stan Mortensen,Inglaterra,1,3,0.33
1950,21,Ermes Muccinelli,Italia,1,2,0.5
1950,21,Tihomir Ognjanov,Yugoslavia,1,1,1.0
1950,21,Hector Ortiz,México,1,3,0.33
1950,21,Egisto Pandolfini,Italia,1,1,1.0
1950,21,Gino Pariani,Estados Unidos,1,3,0.33
1950,21,Julio Perez,Uruguay,1,4,0.25
1950,21,Andres Prieto,Chile,1,2,0.5
1950,21,Fernando Riera,Chile,1,1,1.0
1950,21,Jorge Robledo,Chile,1,3,0.33
1950,21,Obdulio Varela,Uruguay,1,4,0.25
1950,21,Ernesto Vidal,Uruguay,1,3,0.33
1950,21,Frank Wallace,Estados Unidos,1,3,0.33
1954,1,Sandor Kocsis,Hungría,11,5,2.2
1954,2,Sepp Huegi,Suiza,6,3,2.0
1954,2,Max Morlock,Alemania Occidental,6,5,1.2
1954,2,Erich Probst,Austria,6,5,1.2
1954,5,Robert Ballaman,Suiza,4,4,1.0
1954,5,Carlos Borges,Uruguay,4,5,0.8
1954,5,Nandor Hidegkuti,Hungría,4,4,1.0
1954,5,Ferenc Puskas,Hungría,4,3,1.33
1954,5,Helmut Rahn,Alemania Occidental,4,4,1.0
1954,5,Hans Schaefer,Alemania Occidental,4,5,0.8
1954,5,Ottmar Walter,Alemania Occidental,4,5,0.8
1954,12,Leopold Anoul,Bélgica,3,2,1.5
1954,12,Sargun Burhan,Turquía,3,2,1.5
1954,12,Zoltan Czibor,Hungría,3,5,0.6
1954,12,Juan Hohberg,Uruguay,3,2,1.5
1954,12,Nat Lofthouse,Inglaterra,3,2,1.5
1954,12,Oscar Miguez,Uruguay,3,3,1.0
1954,12,Ernst Stojaspal,Austria,3,4,0.75
1954,12,Mamat Suat,Turquía,3,2,1.5
1954,12,Theodor Wagner,Austria,3,4,0.75
1954,12,Fritz Walter,Alemania Occidental,3,6,0.5
1954,22,Julio Abbadie,Uruguay,2,4,0.5
1954,22,Ivor Broadis,Inglaterra,2,3,0.67
1954,22,Didi,Brasil,2,3,0.67
1954,22,Julinho,Brasil,2,3,0.67
1954,22,Robert Koerner,Austria,2,5,0.4
1954,22,Lefter Kucukandonyadis,Turquía,2,3,0.67
1954,22,Mihaly Lantos,Hungría,2,5,0.4
1954,22,Ernst Ocwirk,Austria,2,5,0.4
1954,22,Peter Palotas,Hungría,2,2,1.0
1954,22,Pinga,Brasil,2,2,1.0
1954,22,Juan Schiaffino,Uruguay,2,5,0.4
1954,33,Javier Ambrois,Uruguay,1,4,0.25
1954,33,Tomas Balcazar,México,1,2,0.5
1954,33,Baltazar,Brasil,1,2,0.5
1954,33,Giampiero Boniperti,Italia,1,1,1.0
1954,33,Rik Coppens,Bélgica,1,2,0.5
1954,33,Djalma Santos,Brasil,1,3,0.33
1954,33,Mustafa Erton,Turquía,1,3,0.33
1954,33,Jackie Fatton,Suiza,1,4,0.25
1954,33,Tom Finney,Inglaterra,1,3,0.33
1954,33,Amleto Frignani,Italia,1,2,0.5
1954,33,Carlo Galli,Italia,1,2,0.5
1954,33,Richard Herrmann,Alemania Occidental,1,1,1.0
1954,33,Erol Keskin,Turquía,1,3,0.33
1954,33,Berni Klodt,Alemania Occidental,1,2,0.5
1954,33,Raymond Kopa,Francia,1,2,0.5
1954,33,Jose Lamadrid,México,1,2,0.5
1954,33,Benito Lorenzi,Italia,1,3,0.33
1954,33,Milos Milutinovic,Yugoslavia,1,3,0.33
1954,33,Jimmy Mullen,Inglaterra,1,1,1.0
1954,33,Fulvio Nesti,Italia,1,3,0.33
1954,33,Egisto Pandolfini,Italia,1,3,0.33
1954,33,Alfred Pfaff,Alemania Occidental,1,1,1.0
1954,33,Jozsef Toth,Hungría,1,2,0.5
1954,33,Obdulio Varela,Uruguay,1,3,0.33
1954,33,Jean Vincent,Francia,1,2,0.5
1954,33,Dennis Wilshaw,Inglaterra,1,2,0.5
1954,33,Branko Zebec,Yugoslavia,1,3,0.33
1958,1,Just Fontaine,Francia,13,6,2.17
1958,2,Pelé,Brasil,6,4,1.5
1958,2,Helmut Rahn,Alemania Occidental,6,6,1.0
1958,4,Peter Mcparland,Irlanda del Norte,5,5,1.0
1958,4,Vava,Brasil,5,4,1.25
1958,6,Kurt Hamrin,Suecia,4,5,0.8
1958,6,Agne Simonsson,Suecia,4,5,0.8
1958,6,Lajos Tichy,Hungría,4,4,1.0
1958,6,Zdenek Zikan,Checoslovaquia,4,3,1.33
1958,10,Omar Oreste Corbatta,Argentina,3,3,1.0
1958,10,Raymond Kopa,Francia,3,6,0.5
1958,10,Roger Piantoni,Francia,3,5,0.6
1958,10,Hans Schaefer,Alemania Occidental,3,6,0.5
1958,10,Toza Veselinovic,Yugoslavia,3,4,0.75
1958,15,Juan Aguero,Paraguay,2,3,0.67
1958,15,Ivor Allchurch,Gales,2,5,0.4
1958,15,Jose Altafini,Brasil,2,3,0.67
1958,15,Florencio Amarilla,Paraguay,2,3,0.67
1958,15,Milan Dvorak,Checoslovaquia,2,4,0.5
1958,15,Vaclav Hovorka,Checoslovaquia,2,3,0.67
1958,15,Anatoli Ilyin,URSS,2,5,0.4
1958,15,Derek Kevan,Inglaterra,2,4,0.5
1958,15,Nils Liedholm,Suecia,2,5,0.4
1958,15,Jose Parodi,Paraguay,2,3,0.67
1958,15,Aleksandar Petakovic,Yugoslavia,2,4,0.5
1958,15,Jorge Romero,Paraguay,2,3,0.67
1958,15,Uwe Seeler,Alemania Occidental,2,5,0.4
1958,15,Maryan Wisnieski,Francia,2,6,0.33
1958,29,Ludovico Avio,Argentina,1,2,0.5
1958,29,Sammy Baird,Escocia,1,1,1.0
1958,29,Jaime Belmonte,México,1,2,0.5
1958,29,Jozsef Bencsis,Hungría,1,2,0.5
1958,29,Jozsef Bozsik,Hungría,1,3,0.33
1958,29,John Charles,Gales,1,4,0.25
1958,29,Hans Ciesclarczyk,Alemania Occidental,1,2,0.5
1958,29,Bobby Collins,Escocia,1,3,0.33
1958,29,Wilbur Cush,Irlanda del Norte,1,5,0.2
1958,29,Didi,Brasil,1,6,0.17
1958,29,Yvon Douis,Francia,1,1,1.0
1958,29,Jiri Feureisl,Checoslovaquia,1,3,0.33
1958,29,Tom Finney,Inglaterra,1,1,1.0
1958,29,Gunnar Gren,Suecia,1,5,0.2
1958,29,John Haynes,Inglaterra,1,4,0.25
1958,29,Aleksandr Ivanov,URSS,1,4,0.25
1958,29,Valentin Ivanov,URSS,1,5,0.2
1958,29,Alfred Koerner,Austria,1,3,0.33
1958,29,Karl Koller,Austria,1,3,0.33
1958,29,Terry Medwin,Gales,1,4,0.25
1958,29,Norberto Menendez,Argentina,1,3,0.33
1958,29,Jackie Mudie,Escocia,1,3,0.33
1958,29,Jimmy Murray,Escocia,1,2,0.5
1958,29,Nilton Santos,Brasil,1,6,0.17
1958,29,Radivoje Ognjanovic,Yugoslavia,1,2,0.5
1958,29,Zdravko Rajkov,Yugoslavia,1,4,0.25
1958,29,Cayetano Re,Paraguay,1,3,0.33
1958,29,Karoly Sandor,Hungría,1,3,0.33
1958,29,Nikita Simonyan,URSS,1,5,0.2
1958,29,Lennart Skoglund,Suecia,1,6,0.17
1958,29,Jean Vincent,Francia,1,6,0.17
1958,29,Zagallo,Brasil,1,6,0.17
1962,1,Florian Albert,Hungría,4,3,1.33
1962,1,Garrincha,Brasil,4,6,0.67
1962,1,Valentin Ivanov,URSS,4,4,1.0
1962,1,Drazen Jerkovic,Yugoslavia,4,6,0.67
1962,1,Leonel Sanchez,Chile,4,6,0.67
1962,1,Vava,Brasil,4,6,0.67
1962,7,Amarildo,Brasil,3,4,0.75
1962,7,Milan Galic,Yugoslavia,3,6,0.5
1962,7,Adolf Scherer,Checoslovaquia,3,6,0.5
1962,7,Lajos Tichy,Hungría,3,4,0.75
1962,11,Giacomo Bulgarelli,Italia,2,1,2.0
1962,11,Igor Chislenko,URSS,2,3,0.67
1962,11,Ron Flowers,Inglaterra,2,4,0.5
1962,11,Viktor Ponedelnik,URSS,2,4,0.5
1962,11,Jaime Ramirez,Chile,2,6,0.33
1962,11,Eladio Rojas,Chile,2,6,0.33
1962,11,Jose Sasia,Uruguay,2,3,0.67
1962,11,Uwe Seeler,Alemania Occidental,2,4,0.5
1962,11,Jorge Toro,Chile,2,5,0.4
1962,20,German Aceros,Colombia,1,3,0.33
1962,20,Adelardo,España,1,1,1.0
1962,20,Albert Bruells,Alemania Occidental,1,4,0.25
1962,20,Angel Cabrera,Uruguay,1,2,0.5
1962,20,Bobby Charlton,Inglaterra,1,4,0.25
1962,20,Marcos Coll,Colombia,1,3,0.33
1962,20,Luis Cubilla,Uruguay,1,2,0.5
1962,20,Alfredo Del Aguila,México,1,3,0.33
1962,20,Isidoro Diaz,México,1,3,0.33
1962,20,Hector Facundo,Argentina,1,2,0.5
1962,20,Jimmy Greaves,Inglaterra,1,4,0.25
1962,20,Hector Hernandez,México,1,3,0.33
1962,20,Gerry Hitchens,Inglaterra,1,2,0.5
1962,20,Josef Kadraba,Checoslovaquia,1,3,0.33
1962,20,Marino Klinger,Colombia,1,3,0.33
1962,20,Aleksei Mamykin,URSS,1,2,0.5
1962,20,Vaclav Masek,Checoslovaquia,1,1,1.0
1962,20,Josef Masopust,Checoslovaquia,1,6,0.17
1962,20,Vojislav Melic,Yugoslavia,1,2,0.5
1962,20,Bruno Mora,Italia,1,2,0.5
1962,20,Joaquin Peiro,España,1,2,0.5
1962,20,Pelé,Brasil,1,2,0.5
1962,20,Antonio Rada,Colombia,1,2,0.5
1962,20,Petar Radakovic,Yugoslavia,1,5,0.2
1962,20,Jose Sanfilippo,Argentina,1,2,0.5
1962,20,Heinz Schneiter,Suiza,1,3,0.33
1962,20,Josip Skoblar,Yugoslavia,1,5,0.2
1962,20,Georgi Sokolov,Bulgaria,1,2,0.5
1962,20,Erno Solymosi,Hungría,1,4,0.25
1962,20,Josef Stibranyi,Checoslovaquia,1,3,0.33
1962,20,Horst Szymaniak,Alemania Occidental,1,4,0.25
1962,20,Rolf Wuethrich,Suiza,1,3,0.33
1962,20,Zagallo,Brasil,1,6,0.17
1962,20,Zito,Brasil,1,6,0.17
1962,20,Francisco Zuluaga,Colombia,1,1,1.0
1966,1,Eusebio,Portugal,9,6,1.5
1966,2,Helmut Haller,Alemania Occidental,6,5,1.2
1966,3,Franz Beckenbauer,Alemania Occidental,4,6,0.67
1966,3,Ferenc Bene,Hungría,4,4,1.0
1966,3,Geoff Hurst,Inglaterra,4,3,1.33
1966,3,Valeriy Porkuyan,URSS,4,3,1.33
1966,7,Luis Artime,Argentina,3,4,0.75
1966,7,Bobby Charlton,Inglaterra,3,6,0.5
1966,7,Roger Hunt,Inglaterra,3,6,0.5
1966,7,Jose Augusto,Portugal,3,6,0.5
1966,7,Eduard Malofeyev,URSS,3,5,0.6
1966,7,Jose Torres,Portugal,3,6,0.5
1966,13,Igor Chislenko,URSS,2,4,0.5
1966,13,Ruben Marcos,Chile,2,3,0.67
1966,13,Kalman Meszoly,Hungría,2,4,0.5
1966,13,Seung Zin Pak,Corea del Norte,2,4,0.5
1966,13,Uwe Seeler,Alemania Occidental,2,6,0.33
1966,18,Amancio,España,1,2,0.5
1966,18,Georgi Asparukhov,Bulgaria,1,3,0.33
1966,18,Anatoli Banishevski,URSS,1,5,0.2
1966,18,Paolo Barison,Italia,1,2,0.5
1966,18,Enrique Borja,México,1,3,0.33
1966,18,Julio Cortes,Uruguay,1,4,0.25
1966,18,Hector De Bourgoing,Francia,1,1,1.0
1966,18,Lothar Emmerich,Alemania Occidental,1,4,0.25
1966,18,Janos Farkas,Hungría,1,4,0.25
1966,18,Jose Maria Fuste,España,1,1,1.0
1966,18,Garrincha,Brasil,1,2,0.5
1966,18,Gerard Hausser,Francia,1,3,0.33
1966,18,Sigi Held,Alemania Occidental,1,6,0.17
1966,18,Dong Woon Li,Corea del Norte,1,2,0.5
1966,18,Sandro Mazzola,Italia,1,3,0.33
1966,18,Ermindo Onega,Argentina,1,4,0.25
1966,18,Doo Ik Pak,Corea del Norte,1,4,0.25
1966,18,Pelé,Brasil,1,2,0.5
1966,18,Martin Peters,Inglaterra,1,5,0.2
1966,18,Pirri,España,1,2,0.5
1966,18,Rene Quentin,Suiza,1,2,0.5
1966,18,Rildo,Brasil,1,1,1.0
1966,18,Pedro Rocha,Uruguay,1,4,0.25
1966,18,Manuel Sanchis,España,1,3,0.33
1966,18,Simoes,Portugal,1,6,0.17
1966,18,Tostao,Brasil,1,1,1.0
1966,18,Wolfgang Weber,Alemania Occidental,1,6,0.17
1966,18,Seung Kook Yang,Corea del Norte,1,2,0.5
1970,1,Gerd Mueller,Alemania Occidental,10,6,1.67
1970,2,Jairzinho,Brasil,7,6,1.17
1970,3,Teofilo Cubillas,Perú,5,4,1.25
1970,4,Anatoly Bishovets,URSS,4,4,1.0
1970,4,Pelé,Brasil,4,6,0.67
1970,6,Gigi Riva,Italia,3,6,0.5
1970,6,Rivelino,Brasil,3,5,0.6
1970,6,Uwe Seeler,Alemania Occidental,3,6,0.5
1970,9,Roberto Boninsegna,Italia,2,6,0.33
1970,9,Florea Dumitrache,Rumania,2,3,0.67
1970,9,Alberto Gallardo,Perú,2,4,0.5
1970,9,Raoul Lambert,Bélgica,2,2,1.0
1970,9,Ladislav Petras,Checoslovaquia,2,3,0.67
1970,9,Gianni Rivera,Italia,2,4,0.5
1970,9,Tostao,Brasil,2,6,0.33
1970,9,Javier Valdivia,México,2,4,0.5
1970,9,Wilfried Van Moer,Bélgica,2,3,0.67
1970,18,Kakhi Asatiani,URSS,1,4,0.25
1970,18,Juan Ignacio Basaguren,México,1,2,0.5
1970,18,Franz Beckenbauer,Alemania Occidental,1,5,0.2
1970,18,Hristo Bonev,Bulgaria,1,3,0.33
1970,18,Tarcisio Burgnich,Italia,1,6,0.17
1970,18,Carlos Alberto,Brasil,1,6,0.17
1970,18,Roberto Challe,Perú,1,4,0.25
1970,18,Hector Chumpitaz,Perú,1,4,0.25
1970,18,Allan Clarke,Inglaterra,1,1,1.0
1970,18,Clodoaldo,Brasil,1,6,0.17
1970,18,Luis Cubilla,Uruguay,1,5,0.2
1970,18,Emerich Dembrovschi,Rumania,1,3,0.33
1970,18,Dinko Dermendzhiev,Bulgaria,1,2,0.5
