anio_mundial,posicion,jugador,seleccion,goles,partidos,promedio_gol
1970,18,Angelo Domenghini,Italia,1,6,0.17
1970,18,Victor Esparrago,Uruguay,1,6,0.17
1970,18,Javier Fragoso,México,1,4,0.25
1970,18,Gerson,Brasil,1,4,0.25
1970,18,Mahjoub Ghazouani,Marruecos,1,3,0.33
1970,18,Jose Gonzalez,México,1,3,0.33
1970,18,Ove Grahn,Suecia,1,2,0.5
1970,18,Geoff Hurst,Inglaterra,1,3,0.33
1970,18,Houmane Jarir,Marruecos,1,2,0.5
1970,18,Vitali Khmelnitski,URSS,1,4,0.25
1970,18,Todor Kolev,Bulgaria,1,2,0.5
1970,18,Stan Libuda,Alemania Occidental,1,5,0.2
1970,18,Ildo Maneiro,Uruguay,1,6,0.17
1970,18,Juan Mujica,Uruguay,1,6,0.17
1970,18,Alan Mullery,Inglaterra,1,4,0.25
1970,18,Alexandru Neagu,Rumania,1,3,0.33
1970,18,Asparukh Nikodimov,Bulgaria,1,2,0.5
1970,18,Wolfgang Overath,Alemania Occidental,1,6,0.17
1970,18,Gustavo Pena,México,1,4,0.25
1970,18,Martin Peters,Inglaterra,1,4,0.25
1970,18,Karl-Heinz Schnellinger,Alemania Occidental,1,5,0.2
1970,18,Mordechai Spiegler,Israel,1,3,0.33
1970,18,Tom Turesson,Suecia,1,2,0.5
1970,18,Dobromir Zhechev,Bulgaria,1,2,0.5
1974,1,Grzegorz Lato,Polonia,7,7,1.0
1974,2,Johan Neeskens,Paises Bajos,5,7,0.71
1974,2,Andrzej Szarmach,Polonia,5,6,0.83
1974,4,Ralf Edstrom,Suecia,4,6,0.67
1974,4,Gerd Mueller,Alemania Occidental,4,7,0.57
1974,4,Johnny Rep,Paises Bajos,4,7,0.57
1974,7,Dusan Bajevic,Yugoslavia,3,3,1.0
1974,7,Paul Breitner,Alemania Occidental,3,7,0.43
1974,7,Johan Cruyff,Paises Bajos,3,7,0.43
1974,7,Kazimierz Deyna,Polonia,3,7,0.43
1974,7,Rene Houseman,Argentina,3,6,0.5
1974,7,Rivelino,Brasil,3,7,0.43
1974,13,Jairzinho,Brasil,2,7,0.29
1974,13,Joe Jordan,Escocia,2,3,0.67
1974,13,Stanislav Karasi,Yugoslavia,2,4,0.5
1974,13,Wolfgang Overath,Alemania Occidental,2,7,0.29
1974,13,Roland Sandberg,Suecia,2,6,0.33
1974,13,Emmanuel Sanon,Haití,2,3,0.67
1974,13,Joachim Streich,Alemania Oriental,2,4,0.5
1974,13,Ivica Surjak,Yugoslavia,2,6,0.33
1974,13,Hector Yazalde,Argentina,2,3,0.67
1974,22,Sergio Ahumada,Chile,1,3,0.33
1974,22,Pietro Anastasi,Italia,1,3,0.33
1974,22,Ruben Ayala,Argentina,1,6,0.17
1974,22,Carlos Babington,Argentina,1,5,0.2
1974,22,Romeo Benetti,Italia,1,3,0.33
1974,22,Vladislav Bogicevic,Yugoslavia,1,5,0.2
1974,22,Hristo Bonev,Bulgaria,1,3,0.33
1974,22,Rainer Bonhof,Alemania Occidental,1,4,0.25
1974,22,Miguel Brindisi,Argentina,1,4,0.25
1974,22,Fabio Capello,Italia,1,3,0.33
1974,22,Bernd Cullmann,Alemania Occidental,1,3,0.33
1974,22,Theo De Jong,Paises Bajos,1,4,0.25
1974,22,Dragan Dzajic,Yugoslavia,1,5,0.2
1974,22,Jerzy Gorgon,Polonia,1,7,0.14
1974,22,Juergen Grabowski,Alemania Occidental,1,6,0.17
1974,22,Ramon Heredia,Argentina,1,6,0.17
1974,22,Uli Hoeness,Alemania Occidental,1,7,0.14
1974,22,Martin Hoffmann,Alemania Oriental,1,6,0.17
1974,22,Josip Katalinski,Yugoslavia,1,6,0.17
1974,22,Ruud Krol,Paises Bajos,1,7,0.14
1974,22,Peter Lorimer,Escocia,1,3,0.33
1974,22,Branko Oblak,Yugoslavia,1,5,0.2
1974,22,Ricardo Pavoni,Uruguay,1,3,0.33
1974,22,Ilija Petkovic,Yugoslavia,1,5,0.2
1974,22,Rob Rensenbrink,Paises Bajos,1,6,0.17
1974,22,Gianni Rivera,Italia,1,2,0.5
1974,22,Juergen Sparwasser,Alemania Oriental,1,6,0.17
1974,22,Conny Torstensson,Suecia,1,5,0.2
1974,22,Valdomiro,Brasil,1,6,0.17
1978,1,Mario Kempes,Argentina,6,7,0.86
1978,2,Teofilo Cubillas,Perú,5,6,0.83
1978,2,Rob Rensenbrink,Paises Bajos,5,7,0.71
1978,4,Hans Krankl,Austria,4,6,0.67
1978,4,Leopoldo Luque,Argentina,4,5,0.8
1978,6,Dirceu,Brasil,3,7,0.43
1978,6,Johnny Rep,Paises Bajos,3,7,0.43
1978,6,Roberto Dinamite,Brasil,3,5,0.6
1978,6,Paolo Rossi,Italia,3,7,0.43
1978,6,Karl-Heinz Rummenigge,Alemania Occidental,3,5,0.6
1978,11,Daniel Bertoni,Argentina,2,6,0.33
1978,11,Roberto Bettega,Italia,2,7,0.29
1978,11,Zbigniew Boniek,Polonia,2,6,0.33
1978,11,Ernie Brandts,Paises Bajos,2,4,0.5
1978,11,Heinz Flohe,Alemania Occidental,2,4,0.5
1978,11,Archie Gemmill,Escocia,2,3,0.67
1978,11,Arie Haan,Paises Bajos,2,6,0.33
1978,11,Grzegorz Lato,Polonia,2,6,0.33
1978,11,Dieter Mueller,Alemania Occidental,2,4,0.5
1978,11,Nelinho,Brasil,2,4,0.5
1978,21,Ruediger Abramczik,Alemania Occidental,1,3,0.33
1978,21,Juan Manuel Asensi,España,1,3,0.33
1978,21,Romeo Benetti,Italia,1,6,0.17
1978,21,Marc Berdoll,Francia,1,2,0.5
1978,21,Franco Causio,Italia,1,7,0.14
1978,21,Karoly Csapo,Hungría,1,3,0.33
1978,21,Cesar Cueto,Perú,1,6,0.17
1978,21,Kenny Dalglish,Escocia,1,3,0.33
1978,21,Iraj Danayfar,Irán,1,2,0.5
1978,21,Dani,España,1,1,1.0
1978,21,Kazimierz Deyna,Polonia,1,6,0.17
1978,21,Mokhtar Douieb,Túnez,1,3,0.33
1978,21,Nejib Ghommidh,Túnez,1,3,0.33
1978,21,Bernd Hoelzenbein,Alemania Occidental,1,3,0.33
1978,21,Rene Houseman,Argentina,1,6,0.17
1978,21,Joe Jordan,Escocia,1,3,0.33
1978,21,Ali Kaabi,Túnez,1,3,0.33
1978,21,Bernard Lacombe,Francia,1,2,0.5
1978,21,Christian Lopez,Francia,1,2,0.5
1978,21,Hansi Mueller,Alemania Occidental,1,4,0.25
1978,21,Dick Nanninga,Paises Bajos,1,4,0.25
1978,21,Erich Obermayer,Austria,1,6,0.17
1978,21,Daniel Passarella,Argentina,1,7,0.14
1978,21,Michel Platini,Francia,1,3,0.33
1978,21,Victor Rangel,México,1,3,0.33
1978,21,Reinaldo,Brasil,1,3,0.33
1978,21,Dominique Rocheteau,Francia,1,2,0.5
1978,21,Hassan Rowshan,Irán,1,3,0.33
1978,21,Walter Schachner,Austria,1,3,0.33
1978,21,Thomas Sjoberg,Suecia,1,3,0.33
1978,21,Andrzej Szarmach,Polonia,1,5,0.2
1978,21,Alberto Tarantini,Argentina,1,7,0.14
1978,21,Andras Toth,Hungría,1,1,1.0
1978,21,Rene Van De Kerkhof,Paises Bajos,1,7,0.14
1978,21,Willy Van De Kerkhof,Paises Bajos,1,7,0.14
1978,21,Arturo Vasquez,México,1,3,0.33
1978,21,Jose Velasquez,Perú,1,5,0.2
1978,21,Renato Zaccarelli,Italia,1,5,0.2
1978,21,Zico,Brasil,1,6,0.17
1978,21,Sandor Zombori,Hungría,1,3,0.33
1982,1,Paolo Rossi,Italia,6,7,0.86
1982,2,Karl-Heinz Rummenigge,Alemania Occidental,5,7,0.71
1982,3,Zbigniew Boniek,Polonia,4,6,0.67
1982,3,Zico,Brasil,4,5,0.8
1982,5,Gerry Armstrong,Irlanda del Norte,3,5,0.6
1982,5,Falcao,Brasil,3,5,0.6
1982,5,Alain Giresse,Francia,3,6,0.5
1982,5,Laszlo Kiss,Hungría,3,3,1.0
1982,9,Salah Assad,Argelia,2,3,0.67
1982,9,Daniel Bertoni,Argentina,2,5,0.4
1982,9,Eder,Brasil,2,5,0.4
1982,9,Laszlo Fazekas,Hungría,2,3,0.67
1982,9,Klaus Fischer,Alemania Occidental,2,6,0.33
1982,9,Trevor Francis,Inglaterra,2,5,0.4
1982,9,Bernard Genghini,Francia,2,5,0.4
1982,9,Billy Hamilton,Irlanda del Norte,2,5,0.4
1982,9,Pierre Littbarski,Alemania Occidental,2,7,0.29
1982,9,Diego Maradona,Argentina,2,5,0.4
1982,9,Tibor Nyilasi,Hungría,2,3,0.67
1982,9,Antonin Panenka,Checoslovaquia,2,2,1.0
1982,9,Daniel Passarella,Argentina,2,5,0.4
1982,9,Michel Platini,Francia,2,5,0.4
1982,9,Gabor Poloskei,Hungría,2,3,0.67
1982,9,Bryan Robson,Inglaterra,2,4,0.5
1982,9,Dominique Rocheteau,Francia,2,4,0.5
1982,9,Walter Schachner,Austria,2,5,0.4
1982,9,Serginho,Brasil,2,5,0.4
1982,9,Didier Six,Francia,2,7,0.29
1982,9,Socrates,Brasil,2,5,0.4
1982,9,Marco Tardelli,Italia,2,7,0.29
1982,9,John Wark,Escocia,2,3,0.67
1982,32,Abdulaziz Al Balushi,Kuwait,1,3,0.33
1982,32,Faisal Al Dakhil,Kuwait,1,3,0.33
1982,32,Alessandro Altobelli,Italia,1,3,0.33
1982,32,Steve Archibald,Escocia,1,3,0.33
1982,32,Osvaldo Ardiles,Argentina,1,5,0.2
1982,32,Andrei Bal,URSS,1,4,0.25
1982,32,Sergei Baltacha,URSS,1,5,0.2
1982,32,Lakhdar Belloumi,Argelia,1,2,0.5
1982,32,Tedj Bensaoula,Argelia,1,3,0.33
1982,32,Oleg Blokhin,URSS,1,5,0.2
1982,32,Maxime Bossis,Francia,1,6,0.17
1982,32,Paul Breitner,Alemania Occidental,1,7,0.14
1982,32,Andrzej Buncol,Polonia,1,7,0.14
1982,32,Antonio Cabrini,Italia,1,7,0.14
1982,32,Aleksandr Chivadze,URSS,1,5,0.2
1982,32,Wlodzimierz Ciolek,Polonia,1,4,0.25
1982,32,Ludo Coeck,Bélgica,1,5,0.2
1982,32,Bruno Conti,Italia,1,7,0.14
1982,32,Alain Couriol,Francia,1,3,0.33
1982,32,Alex Czerniatynski,Bélgica,1,5,0.2
1982,32,Kenny Dalglish,Escocia,1,2,0.5
1982,32,Ramon Diaz,Argentina,1,4,0.25
1982,32,Ruben Diaz,Perú,1,3,0.33
1982,32,Yuri Gavrilov,URSS,1,5,0.2
1982,32,Rene Girard,Francia,1,5,0.2
1982,32,Francesco Graziani,Italia,1,7,0.14
1982,32,Ivan Gudelj,Yugoslavia,1,3,0.33
1982,32,Reinhold Hintermaier,Austria,1,5,0.2
1982,32,Horst Hrubesch,Alemania Occidental,1,5,0.2
1982,32,Joe Jordan,Escocia,1,1,1.0
1982,32,Juanito,España,1,4,0.25
1982,32,Junior,Brasil,1,5,0.2
1982,32,Hans Krankl,Austria,1,4,0.25
1982,32,Janusz Kupcewicz,Polonia,1,5,0.2
1982,32,Guillermo La Rosa,Perú,1,3,0.33
1982,32,Eduardo Laing,Honduras,1,2,0.5
1982,32,Grzegorz Lato,Polonia,1,7,0.14
1982,32,Juan Letelier,Chile,1,2,0.5
1982,32,Lopez Ufarte,España,1,4,0.25
1982,32,Rabah Madjer,Argelia,1,3,0.33
1982,32,Stefan Majewski,Polonia,1,7,0.14
1982,32,Paul Mariner,Inglaterra,1,5,0.2
1982,32,Gregoire Mbida,Camerún,1,3,0.33
1982,32,Gustavo Moscoso,Chile,1,3,0.33
1982,32,David Narey,Escocia,1,3,0.33
1982,32,Miguel Neira,Chile,1,3,0.33
1982,32,Khoren Oganesian,URSS,1,3,0.33
1982,32,Oscar,Brasil,1,5,0.2
1982,32,Vladimir Petrovic,Yugoslavia,1,3,0.33
1982,32,Bruno Pezzey,Austria,1,5,0.2
1982,32,Luis Ramirez,El Salvador,1,3,0.33
1982,32,Uwe Reinders,Alemania Occidental,1,3,0.33
1982,32,John Robertson,Escocia,1,3,0.33
1982,32,Enrique Saura,España,1,4,0.25
1982,32,Ramaz Shengelia,URSS,1,5,0.2
1982,32,Wlodimierz Smolarek,Polonia,1,6,0.17
1982,32,Gerard Soler,Francia,1,6,0.17
1982,32,Graeme Souness,Escocia,1,3,0.33
1982,32,Steve Sumner,Nueva Zelanda,1,3,0.33
1982,32,Andrzej Szarmach,Polonia,1,2,0.5
1982,32,Lazar Szentes,Hungría,1,2,0.5
1982,32,Jozsef Toth,Hungría,1,2,0.5
1982,32,Marius Tresor,Francia,1,7,0.14
1982,32,Erwin Vandenbergh,Bélgica,1,5,0.2
1982,32,Jozsef Varga,Hungría,1,2,0.5
1982,32,Steve Wooddin,Nueva Zelanda,1,3,0.33
1982,32,Jesus Zamora,España,1,4,0.25
1982,32,Hector Zelaya,Honduras,1,3,0.33
1986,1,Gary Lineker,Inglaterra,6,5,1.2
1986,2,Emilio Butragueño,España,5,5,1.0
1986,2,Careca,Brasil,5,5,1.0
1986,2,Diego Maradona,Argentina,5,7,0.71
1986,5,Alessandro Altobelli,Italia,4,4,1.0
1986,5,Igor Belanov,URSS,4,4,1.0
1986,5,Preben Elkjaer Larsen,Dinamarca,4,4,1.0
1986,5,Jorge Valdano,Argentina,4,7,0.57
1986,9,Jan Ceulemans,Bélgica,3,7,0.43
1986,9,Nico Claesen,Bélgica,3,7,0.43
1986,9,Jesper Olsen,Dinamarca,3,4,0.75
1986,9,Rudi Voeller,Alemania Occidental,3,6,0.5
1986,13,Klaus Allofs,Alemania Occidental,2,7,0.29
1986,13,Jorge Burruchaga,Argentina,2,7,0.29
1986,13,Roberto Cabañas,Paraguay,2,4,0.5
1986,13,Ramon Maria Caldere,España,2,4,0.5
1986,13,Josimar,Brasil,2,3,0.67
1986,13,Abdelrazzak Khairi,Marruecos,2,4,0.5
1986,13,Jean-Pierre Papin,Francia,2,4,0.5
1986,13,Michel Platini,Francia,2,6,0.33
1986,13,Fernando Quirarte,México,2,5,0.4
1986,13,Julio Cesar Romero,Paraguay,2,4,0.5
1986,13,Enzo Scifo,Bélgica,2,7,0.29
1986,13,Socrates,Brasil,2,5,0.4
1986,13,Yannick Stopyra,Francia,2,6,0.33
1986,26,Sergei Aleinikov,URSS,1,4,0.25
1986,26,Antonio Alzamendi,Uruguay,1,3,0.33
1986,26,Manuel Amoros,Francia,1,7,0.14
1986,26,Peter Beardsley,Inglaterra,1,4,0.25
1986,26,Oleg Blokhin,URSS,1,2,0.5
1986,26,Andreas Brehme,Alemania Occidental,1,5,0.2
1986,26,Jose Brown,Argentina,1,7,0.14
1986,26,Carlos Manuel,Portugal,1,3,0.33
1986,26,Soon Ho Choi,Corea del Sur,1,2,0.5
1986,26,Colin Clarke,Irlanda del Norte,1,3,0.33
1986,26,Stephane Demol,Bélgica,1,7,0.14
1986,26,Lajos Detari,Hungría,1,3,0.33
1986,26,Diamantino,Portugal,1,3,0.33
1986,26,Edinho,Brasil,1,5,0.2
1986,26,Eloy,España,1,3,0.33
1986,26,John Eriksen,Dinamarca,1,2,0.5
1986,26,Marton Esterhazy,Hungría,1,3,0.33
1986,26,Luis Fernandez,Francia,1,6,0.17
1986,26,Jean-Marc Ferreri,Francia,1,4,0.25
1986,26,Luis Flores,México,1,3,0.33
1986,26,Enzo Francescoli,Uruguay,1,4,0.25
1986,26,Bernard Genghini,Francia,1,1,1.0
1986,26,Plamen Getov,Bulgaria,1,4,0.25
1986,26,Goikoetxea,España,1,4,0.25
1986,26,Jung Moo Huh,Corea del Sur,1,3,0.33
1986,26,Julio Salinas,España,1,5,0.2
1986,26,Jong Boo Kim,Corea del Sur,1,2,0.5
1986,26,Abdelkarim Krimau,Marruecos,1,4,0.25
1986,26,Michael Laudrup,Dinamarca,1,4,0.25
1986,26,Soren Lerby,Dinamarca,1,4,0.25
1986,26,Lothar Matthaeus,Alemania Occidental,1,7,0.14
1986,26,Manuel Negrete,México,1,5,0.2
1986,26,Chang Sun Park,Corea del Sur,1,3,0.33
1986,26,Pedro Pasculli,Argentina,1,2,0.5
1986,26,Ahmed Radhi,Iraq,1,3,0.33
1986,26,Vasili Rats,URSS,1,3,0.33
1986,26,Dominique Rocheteau,Francia,1,4,0.25
1986,26,Sergei Rodionov,URSS,1,4,0.25
1986,26,Oscar Ruggeri,Argentina,1,7,0.14
1986,26,Karl-Heinz Rummenigge,Alemania Occidental,1,7,0.14
1986,26,Hugo Sánchez,México,1,4,0.25
1986,26,Juan Antonio Senor,España,1,4,0.25
1986,26,Raul Servin,México,1,5,0.2
1986,26,Nasko Sirakov,Bulgaria,1,4,0.25
1986,26,Wlodimierz Smolarek,Polonia,1,4,0.25
1986,26,Gordon Strachan,Escocia,1,3,0.33
1986,26,Jean Tigana,Francia,1,7,0.14
1986,26,Erwin Vandenbergh,Bélgica,1,1,1.0
1986,26,Frank Vercauteren,Bélgica,1,6,0.17
1986,26,Daniel Veyt,Bélgica,1,5,0.2
1986,26,Norman Whiteside,Irlanda del Norte,1,3,0.33
1986,26,Pavel Yakovenko,URSS,1,3,0.33
1986,26,Ivan Yaremchuk,URSS,1,3,0.33
1986,26,Aleksandr Zavarov,URSS,1,4,0.25
1986,26,Djamel Zidane,Argelia,1,3,0.33
1990,1,Salvatore Schillaci,Italia,6,7,0.86
1990,2,Tomas Skuhravy,Checoslovaquia,5,5,1.0
1990,3,Gary Lineker,Inglaterra,4,7,0.57
1990,3,Lothar Matthaeus,Alemania Occidental,4,7,0.57
1990,3,Michel,España,4,4,1.0
1990,3,Roger Milla,Camerún,4,5,0.8
1990,7,Andreas Brehme,Alemania Occidental,3,6,0.5
1990,7,Juergen Klinsmann,Alemania Occidental,3,7,0.43
1990,7,David Platt,Inglaterra,3,6,0.5
1990,7,Rudi Voeller,Alemania Occidental,3,6,0.5
1990,11,Roberto Baggio,Italia,2,5,0.4
1990,11,Gavril Balint,Rumania,2,4,0.5
1990,11,Michal Bilek,Checoslovaquia,2,5,0.4
1990,11,Claudio Caniggia,Argentina,2,6,0.33
1990,11,Careca,Brasil,2,4,0.5
1990,11,Davor Jozic,Yugoslavia,2,5,0.4
1990,11,Marius Lacatus,Rumania,2,3,0.67
1990,11,Muller,Brasil,2,4,0.5
1990,11,Darko Pancev,Yugoslavia,2,3,0.67
1990,11,Bernardo Redin,Colombia,2,3,0.67
1990,11,Dragan Stojkovic,Yugoslavia,2,5,0.4
1990,22,Magdy Abedelghani,Egipto,1,3,0.33
1990,22,Uwe Bein,Alemania Occidental,1,4,0.25
1990,22,Pablo Bengoechea,Uruguay,1,1,1.0
1990,22,Tomas Brolin,Suecia,1,3,0.33
1990,22,Jorge Burruchaga,Argentina,1,7,0.14
1990,22,Paul Caligiuri,Estados Unidos,1,3,0.33
1990,22,Juan Cayasso,Costa Rica,1,4,0.25
1990,22,Jan Ceulemans,Bélgica,1,4,0.25
1990,22,Leo Clijsters,Bélgica,1,3,0.33
1990,22,Marc De Grijse,Bélgica,1,4,0.25
1990,22,Michel De Wolf,Bélgica,1,4,0.25
1990,22,Igor Dobrovolskyi,URSS,1,3,0.33
1990,22,Eugene Ekeke,Camerún,1,1,1.0
1990,22,Johnny Ekstrom,Suecia,1,2,0.5
1990,22,Roger Flores,Costa Rica,1,4,0.25
1990,22,Daniel Fonseca,Uruguay,1,2,0.5
1990,22,Giuseppe Giannini,Italia,1,7,0.14
1990,22,Ronald Gonzalez,Costa Rica,1,4,0.25
1990,22,Alberto Gorriz,España,1,4,0.25
1990,22,Ruud Gullit,Paises Bajos,1,4,0.25
1990,22,Ivan Hasek,Checoslovaquia,1,5,0.2
1990,22,Bo Kwan Hwang,Corea del Sur,1,2,0.5
1990,22,Mo Johnston,Escocia,1,3,0.33
1990,22,Julio Salinas,España,1,3,0.33
1990,22,Ali Thani Jumaa,Emiratos Arabes,1,3,0.33
1990,22,Khalid Ismail,Emiratos Arabes,1,2,0.5
1990,22,Wim Kieft,Paises Bajos,1,4,0.25
1990,22,Ronald Koeman,Paises Bajos,1,4,0.25
1990,22,Lubos Kubik,Checoslovaquia,1,4,0.25
1990,22,Emmanuel Kunde,Camerún,1,4,0.25
1990,22,Pierre Littbarski,Alemania Occidental,1,6,0.17
1990,22,Milan Luhovy,Checoslovaquia,1,1,1.0
1990,22,Stuart Mccall,Escocia,1,3,0.33
1990,22,Hernan Medford,Costa Rica,1,3,0.33
1990,22,Pedro Monzon,Argentina,1,4,0.25
1990,22,Bruce Murray,Estados Unidos,1,3,0.33
1990,22,Andeas Ogris,Austria,1,3,0.33
1990,22,Francois Omam-Biyik,Camerún,1,5,0.2
1990,22,Robert Prosinecki,Yugoslavia,1,3,0.33
1990,22,Oleg Protasov,URSS,1,3,0.33
1990,22,Niall Quinn,Irlanda,1,4,0.25
1990,22,Freddy Rincon,Colombia,1,4,0.25
1990,22,Gerhard Rodax,Austria,1,2,0.5
1990,22,Enzo Scifo,Bélgica,1,4,0.25
1990,22,Aldo Serena,Italia,1,3,0.33
1990,22,Kevin Sheedy,Irlanda,1,5,0.2
1990,22,Glenn Stromberg,Suecia,1,3,0.33
1990,22,Safet Susic,Yugoslavia,1,5,0.2
1990,22,Pedro Troglio,Argentina,1,6,0.17
1990,22,Carlos Valderrama,Colombia,1,4,0.25
1990,22,Patrick Vervoort,Bélgica,1,3,0.33
1990,22,Mark Wright,Inglaterra,1,6,0.17
1990,22,Aleksandr Zavarov,URSS,1,3,0.33
1990,22,Andrei Zygmantovich,URSS,1,2,0.5
1994,1,Oleg Salenko,Rusia,6,3,2.0
1994,1,Hristo Stoichkov,Bulgaria,6,7,0.86
1994,3,Kennet Andersson,Suecia,5,7,0.71
1994,3,Roberto Baggio,Italia,5,7,0.71
1994,3,Juergen Klinsmann,Alemania,5,5,1.0
1994,3,Romario,Brasil,5,7,0.71
1994,7,Gabriel Batistuta,Argentina,4,4,1.0
1994,7,Martin Dahlin,Suecia,4,5,0.8
1994,7,Florin Raducioiu,Rumania,4,4,1.0
1994,10,Bebeto,Brasil,3,7,0.43
1994,10,Dennis Bergkamp,Paises Bajos,3,5,0.6
1994,10,Tomas Brolin,Suecia,3,7,0.43
1994,10,Jose Luis Caminero,España,3,4,0.75
1994,10,Gheorghe Hagi,Rumania,3,5,0.6
1994,15,Philippe Albert,Bélgica,2,3,0.67
1994,15,Fuad Amin,Arabia Saudita,2,3,0.67
