anio_mundial,numero_partido,fecha,etapa,equipo_local,equipo_visitante,goles_local,goles_visitante,goles_local_et,goles_visit_et,penales_local,penales_visit
2010,12,2010-06-15,"1ra Ronda, Grupo F",Nueva Zelanda,Eslovaquia,1,1,,,,
2010,13,2010-06-15,"1ra Ronda, Grupo G",Costa de Marfil,Portugal,0,0,,,,
2010,14,2010-06-15,"1ra Ronda, Grupo G",Brasil,Corea del Norte,2,1,,,,
2010,15,2010-06-16,"1ra Ronda, Grupo H",Honduras,Chile,0,1,,,,
2010,16,2010-06-16,"1ra Ronda, Grupo H",España,Suiza,0,1,,,,
2010,17,2010-06-16,"1ra Ronda, Grupo A",Sudáfrica,Uruguay,0,3,,,,
2010,18,2010-06-17,"1ra Ronda, Grupo A",Francia,México,0,2,,,,
2010,19,2010-06-17,"1ra Ronda, Grupo B",Grecia,Nigeria,2,1,,,,
2010,20,2010-06-17,"1ra Ronda, Grupo B",Argentina,Corea del Sur,4,1,,,,
2010,21,2010-06-18,"1ra Ronda, Grupo D",Alemania,Serbia,0,1,,,,
2010,22,2010-06-18,"1ra Ronda, Grupo C",Eslovenia,Estados Unidos,2,2,,,,
2010,23,2010-06-18,"1ra Ronda, Grupo C",Inglaterra,Argelia,0,0,,,,
2010,24,2010-06-19,"1ra Ronda, Grupo D",Ghana,Australia,1,1,,,,
2010,25,2010-06-19,"1ra Ronda, Grupo E",Paises Bajos,Japón,1,0,,,,
2010,26,2010-06-19,"1ra Ronda, Grupo E",Camerún,Dinamarca,1,2,,,,
2010,27,2010-06-20,"1ra Ronda, Grupo F",Eslovaquia,Paraguay,0,2,,,,
2010,28,2010-06-20,"1ra Ronda, Grupo F",Italia,Nueva Zelanda,1,1,,,,
2010,29,2010-06-20,"1ra Ronda, Grupo G",Brasil,Costa de Marfil,3,1,,,,
2010,30,2010-06-21,"1ra Ronda, Grupo G",Portugal,Corea del Norte,7,0,,,,
2010,31,2010-06-21,"1ra Ronda, Grupo H",Chile,Suiza,1,0,,,,
2010,32,2010-06-21,"1ra Ronda, Grupo H",España,Honduras,2,0,,,,
2010,33,2010-06-22,"1ra Ronda, Grupo A",México,Uruguay,0,1,,,,
2010,34,2010-06-22,"1ra Ronda, Grupo A",Francia,Sudáfrica,1,2,,,,
2010,35,2010-06-22,"1ra Ronda, Grupo B",Nigeria,Corea del Sur,2,2,,,,
2010,36,2010-06-22,"1ra Ronda, Grupo B",Grecia,Argentina,0,2,,,,
2010,37,2010-06-23,"1ra Ronda, Grupo C",Eslovenia,Inglaterra,0,1,,,,
2010,38,2010-06-23,"1ra Ronda, Grupo C",Estados Unidos,Argelia,1,0,,,,
2010,39,2010-06-23,"1ra Ronda, Grupo D",Ghana,Alemania,0,1,,,,
2010,40,2010-06-23,"1ra Ronda, Grupo D",Australia,Serbia,2,1,,,,
2010,41,2010-06-24,"1ra Ronda, Grupo F",Eslovaquia,Italia,3,2,,,,
2010,42,2010-06-24,"1ra Ronda, Grupo F",Paraguay,Nueva Zelanda,0,0,,,,
2010,43,2010-06-24,"1ra Ronda, Grupo E",Dinamarca,Japón,1,3,,,,
2010,44,2010-06-24,"1ra Ronda, Grupo E",Camerún,Paises Bajos,1,2,,,,
2010,45,2010-06-25,"1ra Ronda, Grupo G",Portugal,Brasil,0,0,,,,
2010,46,2010-06-25,"1ra Ronda, Grupo G",Corea del Norte,Costa de Marfil,0,3,,,,
2010,47,2010-06-25,"1ra Ronda, Grupo H",Chile,España,1,2,,,,
2010,48,2010-06-25,"1ra Ronda, Grupo H",Suiza,Honduras,0,0,,,,
2010,49,2010-06-26,Octavos,Uruguay,Corea del Sur,2,1,,,,
2010,50,2010-06-26,Octavos,Estados Unidos,Ghana,1,2,0,1,,
2010,51,2010-06-27,Octavos,Alemania,Inglaterra,4,1,,,,
2010,52,2010-06-27,Octavos,Argentina,México,3,1,,,,
2010,53,2010-06-28,Octavos,Paises Bajos,Eslovaquia,2,1,,,,
2010,54,2010-06-28,Octavos,Brasil,Chile,3,0,,,,
2010,55,2010-06-29,Octavos,Paraguay,Japón,0,0,0,0,5,3
2010,56,2010-06-29,Octavos,España,Portugal,1,0,,,,
2010,57,2010-07-02,Cuartos,Paises Bajos,Brasil,2,1,,,,
2010,58,2010-07-02,Cuartos,Uruguay,Ghana,1,1,0,0,4,2
2010,59,2010-07-03,Cuartos,Argentina,Alemania,0,4,,,,
2010,60,2010-07-03,Cuartos,Paraguay,España,0,1,,,,
2010,61,2010-07-06,Semis,Uruguay,Paises Bajos,2,3,,,,
2010,62,2010-07-07,Semis,Alemania,España,0,1,,,,
2010,63,2010-07-10,3er Puesto,Uruguay,Alemania,2,3,,,,
2010,64,2010-07-11,Final,Paises Bajos,España,0,1,0,1,,
2014,1,2014-06-12,"1ra Ronda, Grupo A",Brasil,Croacia,3,1,,,,
2014,2,2014-06-13,"1ra Ronda, Grupo A",México,Camerún,1,0,,,,
2014,3,2014-06-13,"1ra Ronda, Grupo B",España,Paises Bajos,1,5,,,,
2014,4,2014-06-13,"1ra Ronda, Grupo B",Chile,Australia,3,1,,,,
2014,5,2014-06-14,"1ra Ronda, Grupo C",Colombia,Grecia,3,0,,,,
2014,6,2014-06-14,"1ra Ronda, Grupo C",Costa de Marfil,Japón,2,1,,,,
2014,7,2014-06-14,"1ra Ronda, Grupo D",Uruguay,Costa Rica,1,3,,,,
2014,8,2014-06-14,"1ra Ronda, Grupo D",Inglaterra,Italia,1,2,,,,
2014,9,2014-06-15,"1ra Ronda, Grupo E",Suiza,Ecuador,2,1,,,,
2014,10,2014-06-15,"1ra Ronda, Grupo E",Francia,Honduras,3,0,,,,
2014,11,2014-06-15,"1ra Ronda, Grupo F",Argentina,Bosnia-Herzegovina,2,1,,,,
2014,12,2014-06-16,"1ra Ronda, Grupo F",Irán,Nigeria,0,0,,,,
2014,13,2014-06-16,"1ra Ronda, Grupo G",Alemania,Portugal,4,0,,,,
2014,14,2014-06-16,"1ra Ronda, Grupo G",Ghana,Estados Unidos,1,2,,,,
2014,15,2014-06-17,"1ra Ronda, Grupo H",Bélgica,Argelia,2,1,,,,
2014,16,2014-06-17,"1ra Ronda, Grupo H",Rusia,Corea del Sur,1,1,,,,
2014,17,2014-06-17,"1ra Ronda, Grupo A",Brasil,México,0,0,,,,
2014,18,2014-06-18,"1ra Ronda, Grupo A",Camerún,Croacia,0,4,,,,
2014,19,2014-06-18,"1ra Ronda, Grupo B",España,Chile,0,2,,,,
2014,20,2014-06-18,"1ra Ronda, Grupo B",Australia,Paises Bajos,2,3,,,,
2014,21,2014-06-19,"1ra Ronda, Grupo C",Colombia,Costa de Marfil,2,1,,,,
2014,22,2014-06-19,"1ra Ronda, Grupo C",Japón,Grecia,0,0,,,,
2014,23,2014-06-19,"1ra Ronda, Grupo D",Uruguay,Inglaterra,2,1,,,,
2014,24,2014-06-20,"1ra Ronda, Grupo D",Italia,Costa Rica,0,1,,,,
2014,25,2014-06-20,"1ra Ronda, Grupo E",Suiza,Francia,2,5,,,,
2014,26,2014-06-20,"1ra Ronda, Grupo E",Honduras,Ecuador,1,2,,,,
2014,27,2014-06-21,"1ra Ronda, Grupo F",Argentina,Irán,1,0,,,,
2014,28,2014-06-21,"1ra Ronda, Grupo F",Nigeria,Bosnia-Herzegovina,1,0,,,,
2014,29,2014-06-21,"1ra Ronda, Grupo G",Alemania,Ghana,2,2,,,,
2014,30,2014-06-22,"1ra Ronda, Grupo G",Estados Unidos,Portugal,2,2,,,,
2014,31,2014-06-22,"1ra Ronda, Grupo H",Bélgica,Rusia,1,0,,,,
2014,32,2014-06-22,"1ra Ronda, Grupo H",Corea del Sur,Argelia,2,4,,,,
2014,33,2014-06-23,"1ra Ronda, Grupo A",Camerún,Brasil,1,4,,,,
2014,34,2014-06-23,"1ra Ronda, Grupo A",Croacia,México,1,3,,,,
2014,35,2014-06-23,"1ra Ronda, Grupo B",Australia,España,0,3,,,,
2014,36,2014-06-23,"1ra Ronda, Grupo B",Paises Bajos,Chile,2,0,,,,
2014,37,2014-06-24,"1ra Ronda, Grupo C",Japón,Colombia,1,4,,,,
2014,38,2014-06-24,"1ra Ronda, Grupo C",Grecia,Costa de Marfil,2,1,,,,
2014,39,2014-06-24,"1ra Ronda, Grupo D",Italia,Uruguay,0,1,,,,
2014,40,2014-06-24,"1ra Ronda, Grupo D",Costa Rica,Inglaterra,0,0,,,,
2014,41,2014-06-25,"1ra Ronda, Grupo E",Honduras,Suiza,0,3,,,,
2014,42,2014-06-25,"1ra Ronda, Grupo E",Ecuador,Francia,0,0,,,,
2014,43,2014-06-25,"1ra Ronda, Grupo F",Nigeria,Argentina,2,3,,,,
2014,44,2014-06-25,"1ra Ronda, Grupo F",Bosnia-Herzegovina,Irán,3,1,,,,
2014,45,2014-06-26,"1ra Ronda, Grupo G",Estados Unidos,Alemania,0,1,,,,
2014,46,2014-06-26,"1ra Ronda, Grupo G",Portugal,Ghana,2,1,,,,
2014,47,2014-06-26,"1ra Ronda, Grupo H",Corea del Sur,Bélgica,0,1,,,,
2014,48,2014-06-26,"1ra Ronda, Grupo H",Argelia,Rusia,1,1,,,,
2014,49,2014-06-28,Octavos,Brasil,Chile,1,1,0,0,3,2
2014,50,2014-06-28,Octavos,Colombia,Uruguay,2,0,,,,
2014,51,2014-06-29,Octavos,Paises Bajos,México,2,1,,,,
2014,52,2014-06-29,Octavos,Costa Rica,Grecia,1,1,0,0,5,3
2014,53,2014-06-30,Octavos,Francia,Nigeria,2,0,,,,
2014,54,2014-06-30,Octavos,Alemania,Argelia,2,1,2,1,,
2014,55,2014-07-01,Octavos,Argentina,Suiza,1,0,1,0,,
2014,56,2014-07-01,Octavos,Bélgica,Estados Unidos,2,1,2,1,,
2014,57,2014-07-04,Cuartos,Brasil,Colombia,2,1,,,,
2014,58,2014-07-04,Cuartos,Francia,Alemania,0,1,,,,
2014,59,2014-07-05,Cuartos,Paises Bajos,Costa Rica,0,0,0,0,4,3
2014,60,2014-07-05,Cuartos,Argentina,Bélgica,1,0,,,,
2014,61,2014-07-08,Semis,Brasil,Alemania,1,7,,,,
2014,62,2014-07-09,Semis,Paises Bajos,Argentina,0,0,0,0,2,4
2014,63,2014-07-12,3er Puesto,Brasil,Paises Bajos,0,3,,,,
2014,64,2014-07-13,Final,Alemania,Argentina,1,0,1,0,,
2018,1,2018-06-14,"1ra Ronda, Grupo A",Rusia,Arabia Saudita,5,0,,,,
2018,2,2018-06-15,"1ra Ronda, Grupo A",Egipto,Uruguay,0,1,,,,
2018,3,2018-06-15,"1ra Ronda, Grupo B",Portugal,España,3,3,,,,
2018,4,2018-06-15,"1ra Ronda, Grupo B",Marruecos,Irán,0,1,,,,
2018,5,2018-06-16,"1ra Ronda, Grupo C",Francia,Australia,2,1,,,,
2018,6,2018-06-16,"1ra Ronda, Grupo C",Perú,Dinamarca,0,1,,,,
2018,7,2018-06-16,"1ra Ronda, Grupo D",Argentina,Islandia,1,1,,,,
2018,8,2018-06-16,"1ra Ronda, Grupo D",Croacia,Nigeria,2,0,,,,
2018,9,2018-06-17,"1ra Ronda, Grupo E",Brasil,Suiza,1,1,,,,
2018,10,2018-06-17,"1ra Ronda, Grupo E",Costa Rica,Serbia,0,1,,,,
2018,11,2018-06-17,"1ra Ronda, Grupo F",Alemania,México,0,1,,,,
2018,12,2018-06-18,"1ra Ronda, Grupo F",Suecia,Corea del Sur,1,0,,,,
2018,13,2018-06-18,"1ra Ronda, Grupo G",Bélgica,Panamá,3,0,,,,
2018,14,2018-06-18,"1ra Ronda, Grupo G",Túnez,Inglaterra,1,2,,,,
2018,15,2018-06-19,"1ra Ronda, Grupo H",Polonia,Senegal,1,2,,,,
2018,16,2018-06-19,"1ra Ronda, Grupo H",Colombia,Japón,1,2,,,,
2018,17,2018-06-19,"1ra Ronda, Grupo A",Rusia,Egipto,3,1,,,,
2018,18,2018-06-20,"1ra Ronda, Grupo A",Uruguay,Arabia Saudita,1,0,,,,
2018,19,2018-06-20,"1ra Ronda, Grupo B",Portugal,Marruecos,1,0,,,,
2018,20,2018-06-20,"1ra Ronda, Grupo B",Irán,España,0,1,,,,
2018,21,2018-06-21,"1ra Ronda, Grupo C",Francia,Perú,1,0,,,,
2018,22,2018-06-21,"1ra Ronda, Grupo C",Dinamarca,Australia,1,1,,,,
2018,23,2018-06-21,"1ra Ronda, Grupo D",Argentina,Croacia,0,3,,,,
2018,24,2018-06-22,"1ra Ronda, Grupo D",Nigeria,Islandia,2,0,,,,
2018,25,2018-06-22,"1ra Ronda, Grupo E",Brasil,Costa Rica,2,0,,,,
2018,26,2018-06-22,"1ra Ronda, Grupo E",Serbia,Suiza,1,2,,,,
2018,27,2018-06-23,"1ra Ronda, Grupo F",Alemania,Suecia,2,1,,,,
2018,28,2018-06-23,"1ra Ronda, Grupo F",Corea del Sur,México,1,2,,,,
2018,29,2018-06-23,"1ra Ronda, Grupo G",Bélgica,Túnez,5,2,,,,
2018,30,2018-06-24,"1ra Ronda, Grupo G",Inglaterra,Panamá,6,1,,,,
2018,31,2018-06-24,"1ra Ronda, Grupo H",Polonia,Colombia,0,3,,,,
2018,32,2018-06-24,"1ra Ronda, Grupo H",Japón,Senegal,2,2,,,,
2018,33,2018-06-25,"1ra Ronda, Grupo A",Uruguay,Rusia,3,0,,,,
2018,34,2018-06-25,"1ra Ronda, Grupo A",Arabia Saudita,Egipto,2,1,,,,
2018,35,2018-06-25,"1ra Ronda, Grupo B",Irán,Portugal,1,1,,,,
2018,36,2018-06-25,"1ra Ronda, Grupo B",España,Marruecos,2,2,,,,
2018,37,2018-06-26,"1ra Ronda, Grupo C",Dinamarca,Francia,0,0,,,,
2018,38,2018-06-26,"1ra Ronda, Grupo C",Australia,Perú,0,2,,,,
2018,39,2018-06-26,"1ra Ronda, Grupo D",Nigeria,Argentina,1,2,,,,
2018,40,2018-06-26,"1ra Ronda, Grupo D",Islandia,Croacia,1,2,,,,
2018,41,2018-06-27,"1ra Ronda, Grupo E",Serbia,Brasil,0,2,,,,
2018,42,2018-06-27,"1ra Ronda, Grupo E",Suiza,Costa Rica,2,2,,,,
2018,43,2018-06-27,"1ra Ronda, Grupo F",Corea del Sur,Alemania,2,0,,,,
2018,44,2018-06-27,"1ra Ronda, Grupo F",México,Suecia,0,3,,,,
2018,45,2018-06-28,"1ra Ronda, Grupo G",Inglaterra,Bélgica,0,1,,,,
2018,46,2018-06-28,"1ra Ronda, Grupo G",Panamá,Túnez,1,2,,,,
2018,47,2018-06-28,"1ra Ronda, Grupo H",Japón,Polonia,0,1,,,,
2018,48,2018-06-28,"1ra Ronda, Grupo H",Senegal,Colombia,0,1,,,,
2018,49,2018-06-30,Octavos,Uruguay,Portugal,2,1,,,,
2018,50,2018-06-30,Octavos,Francia,Argentina,4,3,,,,
2018,51,2018-07-01,Octavos,España,Rusia,1,1,0,0,3,4
2018,52,2018-07-01,Octavos,Croacia,Dinamarca,1,1,0,0,3,2
2018,53,2018-07-02,Octavos,Brasil,México,2,0,,,,
2018,54,2018-07-02,Octavos,Bélgica,Japón,3,2,,,,
2018,55,2018-07-03,Octavos,Suecia,Suiza,1,0,,,,
2018,56,2018-07-03,Octavos,Colombia,Inglaterra,1,1,0,0,3,4
2018,57,2018-07-06,Cuartos,Uruguay,Francia,0,2,,,,
2018,58,2018-07-06,Cuartos,Brasil,Bélgica,1,2,,,,
2018,59,2018-07-07,Cuartos,Rusia,Croacia,2,2,1,1,3,4
2018,60,2018-07-07,Cuartos,Suecia,Inglaterra,0,2,,,,
2018,61,2018-07-10,Semis,Francia,Bélgica,1,0,,,,
2018,62,2018-07-11,Semis,Croacia,Inglaterra,2,1,1,0,,
2018,63,2018-07-14,3er Puesto,Bélgica,Inglaterra,2,0,,,,
2018,64,2018-07-15,Final,Francia,Croacia,4,2,,,,
2022,1,2022-11-20,"1ra Ronda, Grupo A",Catar,Ecuador,0,2,,,,
2022,2,2022-11-21,"1ra Ronda, Grupo B",Inglaterra,Irán,6,2,,,,
2022,3,2022-11-21,"1ra Ronda, Grupo A",Senegal,Paises Bajos,0,2,,,,
2022,4,2022-11-21,"1ra Ronda, Grupo B",Estados Unidos,Gales,1,1,,,,
2022,5,2022-11-22,"1ra Ronda, Grupo C",Argentina,Arabia Saudita,1,2,,,,
2022,6,2022-11-22,"1ra Ronda, Grupo D",Dinamarca,Túnez,0,0,,,,
2022,7,2022-11-22,"1ra Ronda, Grupo C",México,Polonia,0,0,,,,
2022,8,2022-11-22,"1ra Ronda, Grupo D",Francia,Australia,4,1,,,,
2022,9,2022-11-23,"1ra Ronda, Grupo F",Marruecos,Croacia,0,0,,,,
2022,10,2022-11-23,"1ra Ronda, Grupo E",Alemania,Japón,1,2,,,,
2022,11,2022-11-23,"1ra Ronda, Grupo E",España,Costa Rica,7,0,,,,
2022,12,2022-11-23,"1ra Ronda, Grupo F",Bélgica,Canadá,1,0,,,,
2022,13,2022-11-24,"1ra Ronda, Grupo G",Suiza,Camerún,1,0,,,,
2022,14,2022-11-24,"1ra Ronda, Grupo H",Uruguay,Corea del Sur,0,0,,,,
2022,15,2022-11-24,"1ra Ronda, Grupo H",Portugal,Ghana,3,2,,,,
2022,16,2022-11-24,"1ra Ronda, Grupo G",Brasil,Serbia,2,0,,,,
2022,17,2022-11-25,"1ra Ronda, Grupo B",Gales,Irán,0,2,,,,
2022,18,2022-11-25,"1ra Ronda, Grupo A",Catar,Senegal,1,3,,,,
2022,19,2022-11-25,"1ra Ronda, Grupo A",Paises Bajos,Ecuador,1,1,,,,
2022,20,2022-11-25,"1ra Ronda, Grupo B",Inglaterra,Estados Unidos,0,0,,,,
2022,21,2022-11-26,"1ra Ronda, Grupo D",Túnez,Australia,0,1,,,,
2022,22,2022-11-26,"1ra Ronda, Grupo C",Polonia,Arabia Saudita,2,0,,,,
2022,23,2022-11-26,"1ra Ronda, Grupo D",Francia,Dinamarca,2,1,,,,
2022,24,2022-11-26,"1ra Ronda, Grupo C",Argentina,México,2,0,,,,
2022,25,2022-11-27,"1ra Ronda, Grupo E",Japón,Costa Rica,0,1,,,,
2022,26,2022-11-27,"1ra Ronda, Grupo F",Bélgica,Marruecos,0,2,,,,
2022,27,2022-11-27,"1ra Ronda, Grupo F",Croacia,Canadá,4,1,,,,
2022,28,2022-11-27,"1ra Ronda, Grupo E",España,Alemania,1,1,,,,
2022,29,2022-11-28,"1ra Ronda, Grupo G",Camerún,Serbia,3,3,,,,
2022,30,2022-11-28,"1ra Ronda, Grupo H",Corea del Sur,Ghana,2,3,,,,
2022,31,2022-11-28,"1ra Ronda, Grupo G",Brasil,Suiza,1,0,,,,
2022,32,2022-11-28,"1ra Ronda, Grupo H",Portugal,Uruguay,2,0,,,,
2022,33,2022-11-29,"1ra Ronda, Grupo A",Paises Bajos,Catar,2,0,,,,
2022,34,2022-11-29,"1ra Ronda, Grupo A",Ecuador,Senegal,1,2,,,,
2022,35,2022-11-29,"1ra Ronda, Grupo B",Gales,Inglaterra,0,3,,,,
2022,36,2022-11-29,"1ra Ronda, Grupo B",Irán,Estados Unidos,0,1,,,,
2022,37,2022-11-30,"1ra Ronda, Grupo D",Australia,Dinamarca,1,0,,,,
2022,38,2022-11-30,"1ra Ronda, Grupo D",Túnez,Francia,1,0,,,,
2022,39,2022-11-30,"1ra Ronda, Grupo C",Arabia Saudita,México,1,2,,,,
2022,40,2022-11-30,"1ra Ronda, Grupo C",Polonia,Argentina,0,2,,,,
2022,41,2022-12-01,"1ra Ronda, Grupo F",Croacia,Bélgica,0,0,,,,
2022,42,2022-12-01,"1ra Ronda, Grupo F",Canadá,Marruecos,1,2,,,,
2022,43,2022-12-01,"1ra Ronda, Grupo E",Japón,España,2,1,,,,
2022,44,2022-12-01,"1ra Ronda, Grupo E",Costa Rica,Alemania,2,4,,,,
2022,45,2022-12-02,"1ra Ronda, Grupo H",Ghana,Uruguay,0,2,,,,
2022,46,2022-12-02,"1ra Ronda, Grupo H",Corea del Sur,Portugal,2,1,,,,
2022,47,2022-12-02,"1ra Ronda, Grupo G",Serbia,Suiza,2,3,,,,
2022,48,2022-12-02,"1ra Ronda, Grupo G",Camerún,Brasil,1,0,,,,
2022,49,2022-12-03,Octavos,Paises Bajos,Estados Unidos,3,1,,,,
2022,50,2022-12-03,Octavos,Argentina,Australia,2,1,,,,
2022,51,2022-12-04,Octavos,Inglaterra,Senegal,3,0,,,,
2022,52,2022-12-04,Octavos,Francia,Polonia,3,1,,,,
2022,53,2022-12-05,Octavos,Japón,Croacia,1,1,0,0,1,3
2022,54,2022-12-05,Octavos,Brasil,Corea del Sur,4,1,,,,
2022,55,2022-12-06,Octavos,Marruecos,España,0,0,0,0,3,0
2022,56,2022-12-06,Octavos,Portugal,Suiza,6,1,,,,
2022,57,2022-12-09,Cuartos,Paises Bajos,Argentina,2,2,0,0,3,4
2022,58,2022-12-09,Cuartos,Croacia,Brasil,1,1,1,1,4,2
2022,59,2022-12-10,Cuartos,Inglaterra,Francia,1,2,,,,
2022,60,2022-12-10,Cuartos,Marruecos,Portugal,1,0,,,,
2022,61,2022-12-13,Semis,Argentina,Croacia,3,0,,,,
2022,62,2022-12-14,Semis,Francia,Marruecos,2,0,,,,
2022,63,2022-12-17,3er Puesto,Croacia,Marruecos,2,1,,,,
2022,64,2022-12-18,Final,Argentina,Francia,3,3,1,1,4,2
